
351ByFvB7W5LjL4WG87d4ih8s7y4NMtC5vuHR2PT7X1PW5mVinFKdGKecbe3cbKweVpXLabcBCHAk1nQMDNWG3VT,1679593088,2023-03-23T17:38:08,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-57.31,56157.11,56099.8,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
66jdcqrSEVsGpuWV7RbrSTYZvG27rRYyqWLA4wg2PDEWpFc7C5GhoH9HEQ4gLogtN4GxKLBLUJHrsWrbzQtLwhMV,1679499676,2023-03-22T15:41:16,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-1.93,56159.04,56157.11,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
iicQabk5EubXvDmbC24UczVfMRGkrWNGeiZ4CehzRyyCMQcAjgVJkRcRwNjhvfKXNSLWHxyxYmcaYTk5o6kKfjL,1679407880,2023-03-21T14:11:20,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-756.78,56915.82,56159.04,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
ptPdovkmLQY8pHSeEcmhbsQAbZcJ1eJkiubiNhn8sQeKKJieECqfy7PsLfKF5DsMtwFbkeCfGjz7bLJfn7mi1gA,1679308245,2023-03-20T10:30:45,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-100.5,57016.32,56915.82,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
BdhSsGRvH3H4zFD2mM2j9gnZY7LqrQotkJHNf9PmrQR4NuwJWFiJ1dUaBtRNLwJjA8cbjGpJitP441FH9hFRkZU,1679300610,2023-03-20T08:23:30,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-148.75,57165.07,57016.32,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3QCKmaC88VWazyk4qSSwnmBsc3dA5LaCdxDvZ9TtAe53WwC3HpRYyuvM24CgYakQiqD9oH4j7NmNMgLDdxDFt52k,1679283458,2023-03-20T03:37:38,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,347.08,56817.99,57165.07,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2BrcjFFyYnxn6nk98hAvx97Co2Z9WgFUiG9wi83n4pfXvYQE4bBHZ4wXcceYvxyCmhT27WKfe29bS6hvhTRDfh21,1679247425,2023-03-19T17:37:05,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,13.57,56804.42,56817.99,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5MwkCt49Tc8v5RNHqcocaGkCeFN6xowQvzRdZ4guSorCBi75A2jbnKDVHxTygvJpw1F55UGNUoSmiKWzGRLfsnvb,1679247118,2023-03-19T17:31:58,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-13.57,56817.99,56804.42,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3Nd99CtM72q7sLjXeKqjJeiNyc8AnrHtf46ef2M7hvJ22ub8M2UNnYQhViHp1akMNt2uuSPSumxBxiHhfgR8Rpx7,1679225505,2023-03-19T11:31:45,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-15.42,56833.41,56817.99,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2mbeLZBiJVx1GghJBvtytrLF69X62F8p9RZUNmxugTAqivFvUvgP3bcymPC4NTgEoEaevUd64H2DLjojdew9srfq,1679223538,2023-03-19T10:58:58,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-347.08,57180.49,56833.41,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3FbXQkuUZWosypfjYKQVJbNvbfgmmM62rWq4sw4UZg18e7Dxvp8Xi7v44hZN4NXPqbSLeb9tn3usEewoYsmmubXS,1679215260,2023-03-19T08:41:00,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-1.29,57181.78,57180.49,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
HcUu6BMek7r5UrpBJbwhvBuvFMm7xXEkdbgUMoexoER9ddmcYDx1mes9vgQf8DqnDaTno3KSRvqzMCmvLSSQz12,1679213667,2023-03-19T08:14:27,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-105.99,57287.77,57181.78,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
25VXijNqvaDwieQ38EK3YLe9jcPo3SGs3HtwbwqKPCVDB9TSzpQYxtQGVN3ha3wfQMQxKF2HX22NVnaYH3PY3cH4,1679211781,2023-03-19T07:43:01,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-41.79,57329.56,57287.77,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3pTbb6vCiy14jgMZvNxi6VgYPuP2AhfZEJTZ4yW2hiAPMaJkAqgV3DmiaNBrziXM7G75PuWMRrimP4BrpTwmRa5y,1679211589,2023-03-19T07:39:49,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-425.96,57755.52,57329.56,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5q7jakSS92hnZEdwZM4uDPCRei7KqXPtSgDVnuhrYuZYWfxejgnhF223yHJfsgpvmRkUmrcvCCG2qxzT4Wmnhwr6,1679211540,2023-03-19T07:39:00,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-433.88,58189.4,57755.52,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
4po2BpABT8YeH4gQGRPenMGtWkoy1vkk2YkB1WRey25qWck2qWQubrsuW2TKHYBh2f27g1xhmsUDiPA1XLeRMJd2,1679211378,2023-03-19T07:36:18,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,3.24,58186.16,58189.4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3KubNGtAtsA5YZvZvHfVYumP2JRG5UxP366RxcenXN5uwikBVftKDSJc2i7H9fPu2Y3ndp5u15BfWP6R4kXJmjd4,1679211364,2023-03-19T07:36:04,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-1.62,58187.78,58186.16,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5TLZ31wKrwLUeNaZfZttMS7rLu8VFKeoy7qF5fxjLZsbmfVqvGUr5qBKbu34dzP6GdoGmZGxQZoQhFddxAVoqg9S,1679211326,2023-03-19T07:35:26,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-1.62,58189.4,58187.78,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2UTwAXA1AryymKKv7iK7UorfXi2kYo2mKQDXCzDGjTMbMv34t4TzzoAN7waz5Gk9Duh44Sg5kJHP3zEgS16Gaa8F,1679203029,2023-03-19T05:17:09,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,25862,32327.4,58189.4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
4Y8aZ99AGKs1QgbFW62tcb7ymnzcYnAn1okkTsPGy4aeX1oZq7FQLsfBMUHd3EakFf3eGEKi7EQabPW2j83rz5oD,1679203025,2023-03-19T05:17:05,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,12931,19396.4,32327.4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2LKJKbkyktWtMzqowpxDUsqPPmvvx8PEyDXJf2m6c77Y3KcXDhcBU2DKjC5ZWB25VmL1eJTrTochWLKSi8FKLoLd,1679203023,2023-03-19T05:17:03,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,12931,6465.4,19396.4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
YVK681KEJMs33QuJsiMcvSP3MPX2Az77nNa8tbyqbrfypNboBsnYKjp1GggnqUbRbJUbRXFJDUFDMk7qeNcjfj8,1679203020,2023-03-19T05:17:00,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,1473.05,4992.35,6465.4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2pwhpDuLSeBrjcmfZMApHw2UCTW3DY15JaMxKnUjFeqK9Bz9fGdcBdu5d2LGmgTiT392srrZAkht7WdYMyy7huvR,1679198864,2023-03-19T04:07:44,0.000082,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-0.64,4992.99,4992.35,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
RQzGpg6Pqvk5M94yuCcuL4wNpnEbkQjSRdpbQEU7H2rna6R8YXv1E4Wset1H6xqeYsXdwhGxeGovwkj2KsJbrsj,1679198606,2023-03-19T04:03:26,0.000082,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-6.46,4999.45,4992.99,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3y9yNNMj2EMkH2rgHyxQkPTXiW86U7zXfq6ig2cjGhJMijzZzAmkKRYxYb47kaEd41GTFbqsy3ztXmBFKEKFJBW6,1679198115,2023-03-19T03:55:15,0.000505001,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-0.06,4999.51,4999.45,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2DjfrbuTLhSdfmEtm3op9nDBxDMuDh6nu8NZ5WAhL65cFfKuzWhAs3wjdKyyTZvuzHNToQUbVLjNnFP612uAth6,1679181418,2023-03-18T23:16:58,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.4,4999.11,4999.51,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2ViNJmTifkj9uJgLv8jc5hKozKswgoPohJUQVN1NoT8WTyGdZF8sQ53mZYnjoZ8G7SddWWaEjagfxDvXqd3FFeVf,1679181382,2023-03-18T23:16:22,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-0.99,5000.1,4999.11,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2Cfodo1ZctGB2pKMc9k5AYy9CuLcuwyxXjzRkWfeDnHBnrPSnscDJjS78qt7o2q2QAd2mvDGBqQNvki8gvsuQVwB,1679159880,2023-03-18T17:18:00,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.1,5000,5000.1,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
2JtDcz2Wtz1xUjU71MZ4UQnUPtscLJEKecKYYxnSYhkrw2oosq6MKhvEXUmZ4jQ4573HT1iuBizAfgeU3YUJpXHh,1679155508,2023-03-18T16:05:08,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,2000,3000,5000,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
nCMc51qVXaCTazhusNgjNDaz9bBjGV6G7tm55gNFjKUWWDGzFBM5y9ndhEGGmKaQRWcF134uHGJYCpSSNCfFuj8,1679155505,2023-03-18T16:05:05,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,2000,1000,3000,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
FUroXbykkaV36VPBwnMpmzA7nvq2Em3gJAy7Z3HceTbP9N3KX6QJ6kAPUF6XDEfyTTSHUeJKooPGxD9PnqVzGA2,1679155502,2023-03-18T16:05:02,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,995,5,1000,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
21u9suUyEnehVa3MUpQczUh7dMYdB2zThm1b8YgXBmg1FGWk53RnvQcZiJxpfb5R9kF63W87UGjHsPEpmuHNpBga,1679149449,2023-03-18T14:24:09,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,2,3,5,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
WRMPJDCwqtfkny4AZ5CHv9prS43rt51WxE4DBRmzsSHPHc8hFYMuFqkdPuxgtXVDZ9nGZVAHzFnEbmsJzTNd8r3,1679149445,2023-03-18T14:24:05,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,1.93,1.07,3,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3o8bBPYYYmWT1EgZ5PToqkoJVH6i5rNSZwYQ22PUgjZhFxkJpCDzCHUHRAyXSzWJWdSDTG5Q1qoPMosSzUDwt6FC,1679122043,2023-03-18T06:47:23,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.07,1,1.07,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3SFiVm7viGN6duZai6RMQruPDcXFwA7xVXWNEs4y4pyhckZ4vU8Thk9DcuZzUW3yLHorxvk4vFF5SDrYDCiKTkVH,1679115474,2023-03-18T04:57:54,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,0.91,0.09,1,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
36V6sLBLNhdhS61EWmDx13pimjHre7aR21TrKGKk4d8Q2ADgfrVAiFrih1CND7WxrVbv6FsXPieaByKQsfS87xpm,1679113652,2023-03-18T04:27:32,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,-0.99,1.08,0.09,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
Qccv3D74gsXL4ZVQsRku9nES73jEYKDNcNBJxygXJSGvNTgZ2SSMvD97EzU14PGGRBx17EPQYK6GqEidzG1wDrj,1679110389,2023-03-18T03:33:09,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.08,1,1.08,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
4SLCTrhDP8FKCcoY5G31tzK9VBqyhectinaLFEzJvfmDTraPpDKSWHdfvM9hoXpvGBL9YTGegnTPSFtP4dr9T8ni,1679108656,2023-03-18T03:04:16,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,0.06,0.94,1,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5H8nN15rxAmE9ye4QcDLfZcfmuuU5r72g7xhHSHrLW1GwC5hCKm6XHUkbuFVbfiyn39qpoUmurxGZm7NTzNLoEo4,1679107602,2023-03-18T02:46:42,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.03,0.91,0.94,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5Ug9tvQ491jw9HKQQR9ecbJyVXRJ2uTJiVvwWRtSrautfPZCK7C2gVYt8q6GAEMzAYxb5CEXPYDm3EJoojkegwH1,1679105450,2023-03-18T02:10:50,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.91,0,0.91,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
4m7sMrdLXmv2597Z5G1boyZnraGRWrU5aKUXJbqhSykiqQtprodngRFooqrMpovpCVfowg2GUkbCPYkykNYRo11r,1679105395,2023-03-18T02:09:55,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,-1.94,1.94,0,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
25hFihkGP4d8eXs6Y299N19yebHX4mPkL4rqojXQVzfmydF87pSv88n7dSjrwjuQDPA2J438LQbGzymUpWUEvSfx,1679105123,2023-03-18T02:05:23,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,dec,0.99,0.95,1.94,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
izhM2pmRpsJPmRWKzP5Jzw1R4F9GrKf7Q5V5v9D7EiiitJcF3TKUTfi52D89yGrmWGCU4x7DBGpf6ng96n8YDtc,1679104735,2023-03-18T01:58:55,0.000005,AfxnU9FQwdjmAs3oVArfU4RVELjqCuDJoKFmytKQULkV,inc,0.45,0.5,0.95,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
